,cash,dates
1108,298158.6014121097,2018-01-16
1109,298499.2692516126,2018-01-17
1110,298374.91987182066,2018-01-18
1111,312075.08362182067,2018-01-19
1112,312075.08362182067,2018-01-19
1113,312075.08362182067,2018-01-22
1114,310235.86198000156,2018-01-23
1115,312285.2781214897,2018-01-24
1116,312285.2781214897,2018-01-24
1117,312285.2781214897,2018-01-25
1118,312285.2781214897,2018-01-26
1119,310604.407599504,2018-01-29
1120,310460.5779636568,2018-01-30
1121,310118.62253672193,2018-01-31
1122,323875.8237867219,2018-02-01
1123,323875.8237867219,2018-02-01
1124,323875.8237867219,2018-02-02
1125,323875.8237867219,2018-02-05
1126,323875.8237867219,2018-02-06
1127,323875.8237867219,2018-02-07
1128,322250.43861544575,2018-02-08
1129,322301.0819308554,2018-02-09
1130,323966.15129712806,2018-02-12
1131,323966.15129712806,2018-02-12
1132,322452.9626223997,2018-02-13
1133,324046.2978511826,2018-02-14
1134,324046.2978511826,2018-02-14
1135,324046.2978511826,2018-02-15
1136,324046.2978511826,2018-02-16
1137,324046.2978511826,2018-02-20
1138,324046.2978511826,2018-02-21
1139,321923.26066993485,2018-02-22
1140,324155.66943463625,2018-02-23
1141,324155.66943463625,2018-02-23
1142,324155.66943463625,2018-02-26
1143,324155.66943463625,2018-02-27
1144,324155.66943463625,2018-02-28
1145,322473.22624385596,2018-03-01
1146,324144.3461513252,2018-03-02
1147,324144.3461513252,2018-03-02
1148,324144.3461513252,2018-03-05
1149,322240.57692397083,2018-03-06
1150,324495.1997962956,2018-03-07
1151,324495.1997962956,2018-03-07
1152,324495.1997962956,2018-03-08
1153,324495.1997962956,2018-03-09
1154,322411.6801465248,2018-03-12
1155,324563.18913722184,2018-03-13
1156,324563.18913722184,2018-03-13
1157,324563.18913722184,2018-03-14
1158,324563.18913722184,2018-03-15
1159,324563.18913722184,2018-03-16
1160,324563.18913722184,2018-03-19
1161,324563.18913722184,2018-03-20
1162,322687.85032174067,2018-03-21
1163,323224.54284079414,2018-03-22
1164,322932.9332910536,2018-03-23
1165,322932.9332910536,2018-03-26
1166,322932.9332910536,2018-03-27
1167,324576.1211178488,2018-03-28
1168,324576.1211178488,2018-03-28
1169,324576.1211178488,2018-03-29
1170,322994.4823335492,2018-04-02
1171,324660.5441418189,2018-04-03
1172,324660.5441418189,2018-04-03
1173,323071.8741279183,2018-04-04
1174,324648.94312196394,2018-04-05
1175,324648.94312196394,2018-04-05
1176,324648.94312196394,2018-04-06
1177,322636.6420918394,2018-04-09
1178,324559.7515747172,2018-04-10
1179,324559.7515747172,2018-04-10
1180,324559.7515747172,2018-04-11
1181,322637.0247567472,2018-04-12
1182,325124.9334983619,2018-04-13
1183,325124.9334983619,2018-04-13
1184,325124.9334983619,2018-04-16
1185,325124.9334983619,2018-04-17
1186,325124.9334983619,2018-04-18
1187,325124.9334983619,2018-04-19
1188,325124.9334983619,2018-04-20
1189,323149.33710890874,2018-04-23
1190,325294.01675273664,2018-04-24
1191,325294.01675273664,2018-04-24
1192,323218.4628595581,2018-04-25
1193,323669.398599437,2018-04-26
1194,325335.4031480186,2018-04-27
1195,325335.4031480186,2018-04-27
1196,325335.4031480186,2018-04-30
1197,325335.4031480186,2018-05-01
1198,325335.4031480186,2018-05-02
1199,323239.03888554696,2018-05-03
1200,336223.40638554696,2018-05-04
1201,336223.40638554696,2018-05-04
1202,336223.40638554696,2018-05-07
1203,336223.40638554696,2018-05-08
1204,336223.40638554696,2018-05-09
1205,336223.40638554696,2018-05-10
1206,336223.40638554696,2018-05-11
1207,336223.40638554696,2018-05-14
1208,336223.40638554696,2018-05-15
1209,336223.40638554696,2018-05-16
1210,334610.78696655674,2018-05-17
1211,336215.55401827244,2018-05-18
1212,336215.55401827244,2018-05-18
1213,336215.55401827244,2018-05-21
1214,336215.55401827244,2018-05-22
1215,336215.55401827244,2018-05-23
1216,336215.55401827244,2018-05-24
1217,336215.55401827244,2018-05-25
1218,336215.55401827244,2018-05-29
1219,336215.55401827244,2018-05-30
1220,336215.55401827244,2018-05-31
1221,336215.55401827244,2018-06-01
1222,334074.16027692816,2018-06-04
1223,336570.9392191386,2018-06-05
1224,336570.9392191386,2018-06-05
1225,336570.9392191386,2018-06-06
1226,336570.9392191386,2018-06-07
1227,336570.9392191386,2018-06-08
1228,336570.9392191386,2018-06-11
1229,336570.9392191386,2018-06-12
1230,336570.9392191386,2018-06-13
1231,334690.1229329276,2018-06-14
1232,334690.1229329276,2018-06-15
1233,348212.73918292765,2018-06-18
1234,348212.73918292765,2018-06-18
1235,348212.73918292765,2018-06-19
1236,348212.73918292765,2018-06-20
1237,346468.1364370578,2018-06-21
1238,359898.2251870578,2018-06-22
1239,359898.2251870578,2018-06-22
1240,358104.55811755144,2018-06-25
1241,358104.55811755144,2018-06-26
1242,359806.5319048476,2018-06-27
1243,359806.5319048476,2018-06-27
1244,359806.5319048476,2018-06-28
1245,358060.0837040195,2018-06-29
1246,371352.3562040195,2018-07-02
1247,371352.3562040195,2018-07-02
1248,369912.32423243613,2018-07-03
1249,369912.32423243613,2018-07-05
1250,383366.30048243614,2018-07-06
1251,383366.30048243614,2018-07-06
1252,381844.24386772723,2018-07-09
1253,383410.3521770052,2018-07-10
1254,383410.3521770052,2018-07-10
1255,383410.3521770052,2018-07-11
1256,383410.3521770052,2018-07-12
1257,383410.3521770052,2018-07-13
1258,381922.9192740276,2018-07-16
1259,383386.6714281842,2018-07-17
1260,383386.6714281842,2018-07-17
1261,383386.6714281842,2018-07-18
1262,383386.6714281842,2018-07-19
1263,383386.6714281842,2018-07-20
1264,383386.6714281842,2018-07-23
1265,383386.6714281842,2018-07-24
1266,382047.9043087788,2018-07-25
1267,395880.42430877883,2018-07-26
1268,395880.42430877883,2018-07-26
1269,395880.42430877883,2018-07-27
1270,395880.42430877883,2018-07-30
1271,395880.42430877883,2018-07-31
1272,395880.42430877883,2018-08-01
1273,395880.42430877883,2018-08-02
1274,395880.42430877883,2018-08-03
1275,395880.42430877883,2018-08-06
1276,395880.42430877883,2018-08-07
1277,395880.42430877883,2018-08-08
1278,394369.6689067537,2018-08-09
1279,394369.6689067537,2018-08-10
1280,393916.6640356907,2018-08-13
1281,393916.6640356907,2018-08-14
1282,393916.6640356907,2018-08-15
1283,393916.6640356907,2018-08-16
1284,393916.6640356907,2018-08-17
1285,396708.07652716304,2018-08-20
1286,396708.07652716304,2018-08-20
1287,395264.8751384122,2018-08-21
1288,409216.2963884122,2018-08-22
1289,409216.2963884122,2018-08-22
1290,409216.2963884122,2018-08-23
1291,409216.2963884122,2018-08-24
1292,409216.2963884122,2018-08-27
1293,409216.2963884122,2018-08-28
1294,409216.2963884122,2018-08-29
1295,407065.67427215795,2018-08-30
1296,407065.67427215795,2018-08-31
1297,421187.13552215794,2018-09-04
1298,421187.13552215794,2018-09-04
1299,421187.13552215794,2018-09-05
1300,419509.27553764114,2018-09-06
1301,433508.86178764113,2018-09-07
1302,433508.86178764113,2018-09-07
1303,432047.42454227415,2018-09-10
1304,433396.64554548834,2018-09-11
1305,433396.64554548834,2018-09-11
1306,431886.15826509654,2018-09-12
1307,433252.80995637027,2018-09-13
1308,433252.80995637027,2018-09-13
1309,433252.80995637027,2018-09-14
1310,433252.80995637027,2018-09-17
1311,433252.80995637027,2018-09-18
1312,433252.80995637027,2018-09-19
1313,433252.80995637027,2018-09-20
1314,433252.80995637027,2018-09-21
1315,433252.80995637027,2018-09-24
1316,431399.95595914335,2018-09-25
1317,445566.65720914333,2018-09-26
1318,445566.65720914333,2018-09-26
1319,445566.65720914333,2018-09-27
1320,445566.65720914333,2018-09-28
1321,445566.65720914333,2018-10-01
1322,445566.65720914333,2018-10-02
1323,445566.65720914333,2018-10-03
1324,443582.2396181772,2018-10-04
1325,457649.3933681772,2018-10-05
1326,457649.3933681772,2018-10-05
1327,455956.93354104337,2018-10-08
1328,457715.0954105877,2018-10-09
1329,457715.0954105877,2018-10-09
1330,457715.0954105877,2018-10-10
1331,456051.1526785481,2018-10-11
1332,455953.44970950455,2018-10-12
1333,457619.3445841867,2018-10-15
1334,457619.3445841867,2018-10-15
1335,457619.3445841867,2018-10-16
1336,457619.3445841867,2018-10-17
1337,457619.3445841867,2018-10-18
1338,455515.38988238847,2018-10-19
1339,455750.67380218295,2018-10-22
1340,455706.1436921607,2018-10-23
1341,455309.74280406296,2018-10-24
1342,457241.608930837,2018-10-25
1343,457241.608930837,2018-10-25
1344,457241.608930837,2018-10-26
1345,455629.7684595845,2018-10-29
1346,457395.3904899369,2018-10-30
1347,457395.3904899369,2018-10-30
1348,457395.3904899369,2018-10-31
1349,455262.404602475,2018-11-01
1350,455262.404602475,2018-11-02
1351,457494.28423833963,2018-11-05
1352,457494.28423833963,2018-11-05
1353,455571.45554579754,2018-11-06
1354,457971.0766221778,2018-11-07
1355,457971.0766221778,2018-11-07
1356,457971.0766221778,2018-11-08
1357,457971.0766221778,2018-11-09
1358,456005.59621462045,2018-11-12
1359,456038.54310786416,2018-11-13
1360,458595.0526290184,2018-11-14
1361,458595.0526290184,2018-11-14
1362,458595.0526290184,2018-11-15
1363,458595.0526290184,2018-11-16
1364,456452.68371437787,2018-11-19
1365,456913.3187527923,2018-11-20
1366,456865.66852634586,2018-11-21
1367,458420.63542074687,2018-11-23
1368,458420.63542074687,2018-11-23
1369,458420.63542074687,2018-11-26
1370,458420.63542074687,2018-11-27
1371,458420.63542074687,2018-11-28
1372,458420.63542074687,2018-11-29
1373,456770.9137316302,2018-11-30
1374,458454.13554637093,2018-12-03
1375,458454.13554637093,2018-12-03
1376,456763.4721489319,2018-12-04
1377,456755.2905186707,2018-12-06
1378,456755.2905186707,2018-12-07
1379,458284.06735019427,2018-12-10
