,cash,dates
1310,158551.60421363672,2018-08-31
1311,158551.60421363672,2018-08-31
1312,158551.60421363672,2018-09-04
1313,158551.60421363672,2018-09-05
1314,158551.60421363672,2018-09-06
1315,158551.60421363672,2018-09-07
1316,158551.60421363672,2018-09-10
1317,157570.71699956222,2018-09-11
1318,159733.40862676624,2018-09-12
1319,159733.40862676624,2018-09-12
1320,157928.2173319002,2018-09-13
1321,159965.2119840342,2018-09-14
1322,159965.2119840342,2018-09-14
1323,159965.2119840342,2018-09-17
1324,159965.2119840342,2018-09-18
1325,158012.50430776807,2018-09-19
1326,158012.50430776807,2018-09-20
1327,159612.24725813666,2018-09-21
1328,159612.24725813666,2018-09-21
1329,159612.24725813666,2018-09-24
1330,159612.24725813666,2018-09-25
1331,159612.24725813666,2018-09-26
1332,159612.24725813666,2018-09-27
1333,159612.24725813666,2018-09-28
1334,159612.24725813666,2018-10-01
1335,159612.24725813666,2018-10-02
1336,159612.24725813666,2018-10-03
1337,159612.24725813666,2018-10-04
1338,159612.24725813666,2018-10-05
1339,158204.39475645477,2018-10-08
1340,158204.39475645477,2018-10-09
1341,160212.1624554473,2018-10-10
1342,160212.1624554473,2018-10-10
1343,160212.1624554473,2018-10-11
1344,160212.1624554473,2018-10-12
1345,160212.1624554473,2018-10-15
1346,158737.00640055706,2018-10-16
1347,160683.78871711722,2018-10-17
1348,160683.78871711722,2018-10-17
1349,160683.78871711722,2018-10-18
1350,160683.78871711722,2018-10-19
1351,159373.00316891973,2018-10-22
1352,159373.00316891973,2018-10-23
1353,159373.00316891973,2018-10-24
1354,161652.45996285492,2018-10-25
1355,161652.45996285492,2018-10-25
1356,161652.45996285492,2018-10-26
1357,161652.45996285492,2018-10-29
1358,161652.45996285492,2018-10-30
1359,160092.29580490442,2018-10-31
1360,161621.71767287003,2018-11-01
1361,161621.71767287003,2018-11-01
1362,161621.71767287003,2018-11-02
1363,160184.52286569218,2018-11-05
1364,160184.52286569218,2018-11-06
1365,161940.80741901998,2018-11-07
1366,161940.80741901998,2018-11-07
1367,161940.80741901998,2018-11-08
1368,160556.2683138006,2018-11-09
1369,160556.2683138006,2018-11-12
1370,160556.2683138006,2018-11-13
1371,160556.2683138006,2018-11-14
1372,160556.2683138006,2018-11-15
1373,160556.2683138006,2018-11-16
