,cash,dates
1647,64190.98551508126,2020-06-10
1648,64190.98551508126,2020-06-11
1649,64190.98551508126,2020-06-12
1650,63995.214758211405,2020-06-15
1651,63995.214758211405,2020-06-16
1652,63995.214758211405,2020-06-17
1653,63995.214758211405,2020-06-18
1654,63995.214758211405,2020-06-19
1655,63995.214758211405,2020-06-22
1656,63995.214758211405,2020-06-23
1657,63995.214758211405,2020-06-24
1658,63995.214758211405,2020-06-25
1659,63995.214758211405,2020-06-26
1660,63865.33377197261,2020-06-29
1661,63865.33377197261,2020-06-30
1662,63865.33377197261,2020-07-01
1663,63865.33377197261,2020-07-02
1664,63865.33377197261,2020-07-06
1665,63865.33377197261,2020-07-07
1666,63865.33377197261,2020-07-08
1667,63865.33377197261,2020-07-09
1668,63865.33377197261,2020-07-10
1669,64266.74732158783,2020-07-13
1670,64266.74732158783,2020-07-14
1671,64266.74732158783,2020-07-15
1672,64266.74732158783,2020-07-16
1673,64266.74732158783,2020-07-17
1674,64266.74732158783,2020-07-20
1675,64266.74732158783,2020-07-21
1676,64266.74732158783,2020-07-22
1677,64266.74732158783,2020-07-23
1678,64266.74732158783,2020-07-24
1679,63759.37625133768,2020-07-27
1680,63759.37625133768,2020-07-28
1681,63759.37625133768,2020-07-29
1682,63759.37625133768,2020-07-30
1683,63759.37625133768,2020-07-31
1684,63759.37625133768,2020-08-03
1685,63759.37625133768,2020-08-04
1686,63759.37625133768,2020-08-05
1687,63759.37625133768,2020-08-06
1688,63759.37625133768,2020-08-07
1689,63701.13712558588,2020-08-10
1690,63701.13712558588,2020-08-11
1691,63701.13712558588,2020-08-12
1692,63701.13712558588,2020-08-13
1693,63701.13712558588,2020-08-14
1694,63701.13712558588,2020-08-17
1695,63701.13712558588,2020-08-18
1696,63701.13712558588,2020-08-19
1697,63701.13712558588,2020-08-20
1698,63701.13712558588,2020-08-21
1699,63705.71390604576,2020-08-24
1700,63705.71390604576,2020-08-25
1701,63705.71390604576,2020-08-26
1702,63705.71390604576,2020-08-27
1703,63705.71390604576,2020-08-28
1704,63705.71390604576,2020-08-31
1705,63705.71390604576,2020-09-01
1706,63705.71390604576,2020-09-02
1707,63705.71390604576,2020-09-03
1708,63705.71390604576,2020-09-04
1709,64365.368718732585,2020-09-08
1710,64365.368718732585,2020-09-09
1711,64365.368718732585,2020-09-10
1712,64365.368718732585,2020-09-11
1713,64365.368718732585,2020-09-14
1714,64365.368718732585,2020-09-15
1715,64365.368718732585,2020-09-16
1716,64365.368718732585,2020-09-17
1717,64365.368718732585,2020-09-18
1718,64365.368718732585,2020-09-21
1719,64453.594471109674,2020-09-22
1720,64453.594471109674,2020-09-23
1721,64453.594471109674,2020-09-24
1722,64453.594471109674,2020-09-25
1723,64453.594471109674,2020-09-28
1724,64453.594471109674,2020-09-29
1725,64453.594471109674,2020-09-30
1726,64453.594471109674,2020-10-01
1727,64453.594471109674,2020-10-02
1728,64453.594471109674,2020-10-05
1729,64500.630602682715,2020-10-06
1730,64500.630602682715,2020-10-07
1731,64500.630602682715,2020-10-08
1732,64500.630602682715,2020-10-09
1733,64500.630602682715,2020-10-12
1734,64500.630602682715,2020-10-13
1735,64500.630602682715,2020-10-14
1736,64500.630602682715,2020-10-15
1737,64500.630602682715,2020-10-16
1738,64500.630602682715,2020-10-19
1739,64472.34464486013,2020-10-20
1740,64472.34464486013,2020-10-21
1741,64472.34464486013,2020-10-22
1742,64472.34464486013,2020-10-23
1743,64472.34464486013,2020-10-26
1744,64472.34464486013,2020-10-27
1745,64472.34464486013,2020-10-28
1746,64472.34464486013,2020-10-29
1747,64472.34464486013,2020-10-30
1748,64472.34464486013,2020-11-02
1749,64170.374890249135,2020-11-03
1750,64170.374890249135,2020-11-03
1751,63988.53664832173,2020-11-04
1752,63988.53664832173,2020-11-05
1753,63988.53664832173,2020-11-06
1754,63988.53664832173,2020-11-09
1755,63988.53664832173,2020-11-10
1756,63988.53664832173,2020-11-11
1757,63988.53664832173,2020-11-12
1758,63988.53664832173,2020-11-13
1759,63988.53664832173,2020-11-16
1760,63988.53664832173,2020-11-17
1761,64373.780425469624,2020-11-18
1762,64373.780425469624,2020-11-19
1763,64373.780425469624,2020-11-20
1764,64373.780425469624,2020-11-23
1765,64373.780425469624,2020-11-24
1766,64373.780425469624,2020-11-25
1767,64373.780425469624,2020-11-27
1768,64373.780425469624,2020-11-30
1769,64373.780425469624,2020-12-01
1770,64667.16154597109,2020-12-02
1771,64667.16154597109,2020-12-03
1772,64667.16154597109,2020-12-04
1773,64667.16154597109,2020-12-07
1774,64667.16154597109,2020-12-08
1775,64667.16154597109,2020-12-09
1776,64667.16154597109,2020-12-10
1777,64667.16154597109,2020-12-11
1778,64667.16154597109,2020-12-14
1779,64667.16154597109,2020-12-15
1780,64179.95675091751,2020-12-16
1781,64179.95675091751,2020-12-17
1782,64179.95675091751,2020-12-18
1783,64179.95675091751,2020-12-21
1784,64179.95675091751,2020-12-22
