# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,2.358922346449090232e-32,1.270846430982119188e-30
0.000000000000000000e+00,0.000000000000000000e+00,7.404608886714220092e-65
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
