,m,st,mt,lt
0,itm,-3.0766370331722683,-1.1228735515992792,-0.15806891358620573
1,atm,-0.8889106594648732,-0.4444433698161242,0.1963724906441958
2,otm,-0.49473773522380843,-0.7091735637721904,4.212916572859991
