,m,st,mt,lt
0,itm,0.22059288551880762,0.541382483457286,0.5462451725541129
1,atm,0.801130054304422,0.5279085227768536,0.5617933044842178
2,otm,0.3725527391677339,0.14806840359072415,0.3826650307364462
