,m,st,mt,lt
0,itm,0.8454544383749137,0.8964259694253778,0.8626829295249615
1,atm,0.9164359615015588,0.9429502737613811,0.9180023561847652
2,otm,0.9294197435015328,0.9497400431369506,0.903781948645133
