# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,2.555437411282497767e-06,5.608410306751598906e-01,2.324943614651499197e-42
0.000000000000000000e+00,0.000000000000000000e+00,8.755685068614741871e-10,1.151764715704014789e-27
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.588626442786225924e-47
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
