,m,st,mt,lt
0,itm,3.676563858345563e-09,3.4203630736969997e-08,0.1284590752958592
1,atm,0.5574990812848726,0.7960006268692522,0.5393839352530947
2,otm,0.6219659565387653,0.762277369882479,1.204380045324946e-11
