# pmenet,pmenetpca,pmplsenet,pmenethar,pmenetvae
0.000000000000000000e+00,0.000000000000000000e+00,8.375154941073202508e+01,-1.747125198063859131e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.375154941073202508e+01,-1.747125198063859131e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.155508225383763374e+02,-5.154432968891788960e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.746820006739424613e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
