# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,-3.529747756116339019e+01,-2.748474687186522303e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.092679057980512880e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
