,models,rmse,rmsestd,r2:,r2std
0,ssviridge,0.0179575715336948,0.008585231480544542,0.8558832483573983,0.09867259578310303
1,ctridge,0.020083527922030376,0.01022510638049141,0.8055914994238967,0.06766731127967673
2,ctlasso,0.06091769404910642,0.025295118386939475,-0.7017502495449657,0.45527349637378506
3,ctenet,0.06091769404910642,0.025295118386939475,-0.7017502495449657,0.45527349637378506
4,ssvilasso,0.01885742306556159,0.008154741604250872,0.8464021616409251,0.11348832143447157
5,ssvienet,0.01885742306556159,0.008154741604250872,0.8464021616409251,0.11348832143447157
6,sridge,0.016885092129617536,0.009144681758848857,0.8641376372224453,0.07544223589576635
7,slasso,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
8,senet,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
9,splsridge,0.016464702840937272,0.008954433723288246,0.8672692526914425,0.07310945921794211
10,splslasso,0.016463528571747897,0.008954502203475661,0.8677237885617376,0.07457582647563522
11,splsenet,0.016452192745678402,0.008949956452433825,0.8677039633999393,0.07380804924569112
12,pmridge,0.013862826550771522,0.009480390232328825,0.8958744684763821,0.05217968760129446
13,pmlasso,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
14,pmenet,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
15,pmplsridge,0.014274392842319673,0.010057171414765937,0.8873715083463564,0.05344498173479549
16,pmplslasso,0.014274392842319673,0.010057171414765937,0.8873715083463564,0.05344498173479549
17,pmplsenet,0.014274392842319673,0.010057171414765937,0.8873715083463564,0.05344498173479549
18,mskridge,0.01495430689167677,0.008620319479309585,0.8916685455353516,0.06583451117894522
19,msklasso,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
20,mskenet,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
21,mskplsridge,0.015617197857897227,0.009534786067566135,0.8739074013505499,0.05394434553418283
22,mskplslasso,0.018383192697690454,0.009236747937554994,0.8413737909311837,0.07634872333349857
23,mskplsenet,0.01719622079834662,0.009321304678133796,0.8562131127803869,0.06228986411393122
24,msknsridge,0.015810857860803548,0.009067586288932535,0.8784792049315772,0.06788898013837497
25,msknslasso,0.0956899099972253,0.02420913783536287,-2.825883902634828,3.088433831981458
26,msknsenet,0.07649279061777041,0.02210694751913144,-1.596091053970157,1.198831377570588
27,tskridge,0.014114318347683568,0.008985346629162304,0.8975243295116517,0.057697620633339025
28,tsklasso,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
29,tskenet,0.061083377237976515,0.025212308507521118,-0.707444225917679,0.4786991655813468
30,tskplsridge,0.014924552153581593,0.009399980347813723,0.8843094162617382,0.0638431121379177
31,tskplslasso,0.017728290347423858,0.01000848836583577,0.8476027127523141,0.09338543364878538
32,tskplsenet,0.016858580611502846,0.009868592019516861,0.8588059356398493,0.08119654865957135
33,tsknsridge,0.015908934310621847,0.009491760744750983,0.8742353628396831,0.0651603890516805
34,tsknslasso,0.061064181280007734,0.025220027912484358,-0.7059237929088918,0.4728577690633139
35,tsknsenet,0.061064181280007734,0.025220027912484358,-0.7059237929088918,0.4728577690633139
