# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,4.650681556699275632e+01,-3.200190606530163251e+01
0.000000000000000000e+00,0.000000000000000000e+00,-4.651759060285457537e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
