# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,2.334509448576227442e+00,3.643885859371908537e-02,6.333697810976876008e-01
0.000000000000000000e+00,0.000000000000000000e+00,-5.705108178624333171e+00,-2.894337131446731881e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.539384925880447286e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
