# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,1.312739680028581881e-08,4.475209929741510440e-01,1.630207359976052074e-71
0.000000000000000000e+00,0.000000000000000000e+00,1.611924564130200548e-37,1.104290897076680409e-71
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.396808541897244161e-106
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
