# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-6.445355509689692042e+01,-5.965733416139447343e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.916459259683679139e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
