# pmlasso,pmlassopca,pmplslasso,pmlassohar,pmlassovae
0.000000000000000000e+00,nan,1.789071386721171359e-316,7.034331013559736237e-03,nan
0.000000000000000000e+00,0.000000000000000000e+00,1.789071386721171359e-316,7.034331013559736237e-03,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.203527827522976990e-02,3.203866168742600801e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.706923721370202318e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
