,m,st,mt,lt
0,itm,0.017387043658023876,0.012074868850091075,0.00867463551003123
1,atm,0.011292976525802483,0.0076890832223333394,0.006930609108379151
2,otm,0.017322635770400843,0.01263298690195643,0.012338585503394018
