# pmridge,pmpca,pmplsridge,pmhar,pmvae
0.000000000000000000e+00,-7.636943821503261915e+02,-8.239930353717390688e+01,2.232741425511808320e+00,-1.296461297139059297e+03
0.000000000000000000e+00,0.000000000000000000e+00,7.888149936982833310e+01,8.868034103323925876e+01,-6.168465674887357864e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.639932462540201641e+01,-6.656067046629120796e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.328352720021401865e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
