,m,st,mt,lt
0,itm,8.059934305012816e-16,1.1915364901593168e-15,1.1433990325210418e-12
1,atm,4.4453209386075504e-17,4.131063450800902e-14,1.516433281790648e-11
2,otm,1.1280693694409077e-18,1.1857084341413874e-15,1.3302138373724816e-14
