# pmlasso,pmlassopca,pmplslasso,pmlassohar
0.000000000000000000e+00,1.714555217710600488e-01,0.000000000000000000e+00,1.863695247921812619e-186
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863695247884442062e-186
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
