# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,1.812072748820966681e-02,1.592151278119181834e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.325185589407785099e-11
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
