# lasso,lassopca,plslasso,ctlasso,ssvilasso,lassohar,lassovae
0.000000000000000000e+00,6.193764516259368236e+01,6.504236773475881250e+01,3.140351051407022709e+01,6.274821715960422353e+01,2.067782622616045174e+01,-1.267984321955903368e+02
0.000000000000000000e+00,0.000000000000000000e+00,5.162269935964849310e+01,-6.149223114653412381e+01,1.810359375787660596e+01,-6.193510931635128003e+01,-1.322079696943897886e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.461964432306643857e+01,-2.347622081031342489e+01,-6.503870364163584838e+01,-1.347067873179298090e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.233030592721814145e+01,-2.788280185225407948e+01,-1.272445675491794788e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.276761196147763400e+01,-1.344857991776312645e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.267045127640114686e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
