,m,st,mt,lt
0,itm,-0.4100933003969409,-1.4015101052188728,-10.391891370436412
1,atm,6.399053809223809,3.63554880664424,3.184111549707269
2,otm,10.15198979644223,14.418071460140824,13.873670511979451
