# lasso,plslasso,ctlasso,ssvilasso
0.000000000000000000e+00,1.243206339176077902e-307,0.000000000000000000e+00,2.531085438175288340e-315
0.000000000000000000e+00,0.000000000000000000e+00,1.620114520390572577e-01,6.661526732491218882e-11
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.466141447754183580e-315
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
