# pmridge,pmpca,pmplsridge,pmhar,pmvae
0.000000000000000000e+00,1.787320624538261964e-19,1.296873573476337092e-04,3.287436927538852638e-01,3.987051700313388514e-11
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.416233658443532606e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.693801663065582049e-04,4.519507276349313957e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.003817557343257468e-17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
