,m,st,mt,lt
0,itm,0.015917664233387637,0.010488093163689493,0.010441014263470754
1,atm,0.01222473048351477,0.009138254290640305,0.011181401803618903
2,otm,0.016741655846402668,0.01307418853347245,0.017579892941491315
