# pmenet,pmenetpca,pmplsenet,pmenethar
0.000000000000000000e+00,1.693534185148228574e-03,0.000000000000000000e+00,2.780542529675779111e-52
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.780542529679946034e-52
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.256434842088925752e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
