# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,3.812861165512557941e-03,1.067537665271737525e-02
0.000000000000000000e+00,0.000000000000000000e+00,8.511729646647364847e-24
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
