,m,st,mt,lt
0,itm,0.12516621728326938,0.046875680057192996,0.05569841131708177
1,atm,0.19597392453346074,0.20036792109178003,0.14259889601649745
2,otm,0.09659796414989408,0.017162195339281438,0.005389340196993441
