# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,5.443189780266178718e-47,1.561575142658756021e-48
0.000000000000000000e+00,0.000000000000000000e+00,3.888164123254501841e-23
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
