# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,2.449072118469668509e-19,2.709495418976892817e-39,5.558434694264362491e-11
0.000000000000000000e+00,0.000000000000000000e+00,1.334386841700432232e-15,7.712840068345143881e-13
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.957939274106783368e-30
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
