# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,-5.695022704723690765e+00,7.596214860942118730e-01,-1.820813868917619516e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.292046712932109287e+01,-1.823103853964116894e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.243950440147196090e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
