# mskhar,mskplslasso,mskplsenet
0.000000000000000000e+00,2.169412616230426798e-06,2.924738327472871055e-04
0.000000000000000000e+00,0.000000000000000000e+00,2.661421026276579500e-291
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
