# ridge,pca,plsridge,ctridge,ssviridge,har,vae
0.000000000000000000e+00,-7.404643672669916441e+02,-6.129052667544434740e+01,-9.596913382057519470e+01,-4.116254642433516864e+01,0.000000000000000000e+00,-2.956512893631896077e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.080935576127679099e+01,7.668323114544112684e+01,8.320421996195207726e+01,0.000000000000000000e+00,-2.636695394441307485e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.150070922324693967e+01,1.247933196449384496e+01,0.000000000000000000e+00,-1.795035596096936843e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.796694883920836006e+01,0.000000000000000000e+00,-1.459690974819722669e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.065243523196306342e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
