# pmridge,pmpca,pmplsridge,pmhar
0.000000000000000000e+00,-2.042547686143996089e+01,-8.310326258350680462e+01,2.245737743439057965e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.204694833318625768e+01,1.882592886135234878e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.661249566103239061e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
