# enet,plsenet,ctenet,ssvienet
0.000000000000000000e+00,8.975459485054322784e+01,3.721179879361158349e-01,8.984883028223416090e+01
0.000000000000000000e+00,0.000000000000000000e+00,-8.724152491650983166e+02,9.197823835783158763e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.981091486363561671e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
