,m,st,mt,lt
0,itm,0.8532933997270771,0.9041612399482165,0.9402087737099626
1,atm,0.930786094397598,0.9514075546542984,0.9476764707047541
2,otm,0.8612448720222696,0.9108684353536557,0.8917607165219508
