# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,2.796662486128181577e-46,1.277325877949093641e-51,2.661610306283444473e-93
0.000000000000000000e+00,0.000000000000000000e+00,1.084815176304031219e-23,6.196592978019617135e-27
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.679040329314290805e-58
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
