# pmlasso,pmlassopca,pmplslasso,pmlassohar
0.000000000000000000e+00,9.809866682479148267e-03,0.000000000000000000e+00,3.738156485617691334e-97
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.738156485625907346e-97
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
