# lasso,plslasso,ctlasso,ssvilasso
0.000000000000000000e+00,1.134205426873933762e-199,2.458432385810960285e-154,2.898272859831084265e-179
0.000000000000000000e+00,0.000000000000000000e+00,1.949393982879029166e-02,5.578029553325737772e-18
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.981619090223622510e-180
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
