# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,1.456647310517137084e-01,1.367862532980481105e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.176839263984910810e-08
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
