# har,plslasso,plsenet
0.000000000000000000e+00,-7.108733736039975781e+01,-7.107455026607445348e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.270839076267687773e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
