# mskenet,mskplsenet,msknsenet
0.000000000000000000e+00,1.363602647629507627e-227,1.071316019175855935e-34
0.000000000000000000e+00,0.000000000000000000e+00,3.175170382907889777e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
