,m,st,mt,lt
0,itm,0.9875250811294285,0.7665855252559451,0.0005957618871478635
1,atm,0.612178907413548,0.6072467011506915,0.38479932417496776
2,otm,0.09072276272649937,0.03835164331690323,0.004764667879314577
