# mskhar,mskplslasso,mskplsenet
0.000000000000000000e+00,-5.453307398747142543e+01,-4.188186216661209471e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.208691301687897734e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
