# pmridge,mskhar,tskridge,har
0.000000000000000000e+00,-7.507379634996924622e-01,3.815566247444868164e+00,4.546773507274625814e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.532278674324786039e+00,5.258037387967828380e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.602137178567502929e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
