,m,st,mt,lt
0,itm,0.4613884732815856,0.5508901692558476,0.9545111665352071
1,atm,0.5196824981003882,0.4493313088416335,0.5326368982132771
2,otm,0.1925044887232623,0.16459130502033925,0.15794502721417947
