,m,st,mt,lt
0,itm,8.051301538446644e-23,2.9620552304995944e-39,1.017200717750746e-17
1,atm,1.2745737195051242e-18,4.672009628901324e-22,3.0473935184217573e-15
2,otm,1.0090615213496509e-16,2.4371519757069745e-17,7.122708430421497e-18
