,m,st,mt,lt
0,itm,1.5153382655893428e-12,1.2049591559634878e-13,1.7154520198412785e-13
1,atm,1.1046821454909374e-16,7.128468367380674e-15,5.219508154956982e-15
2,otm,2.4329269722307275e-13,5.719296270584415e-13,5.7391478814820145e-09
