# pmridge,mskridge,tskridge,ridge
0.000000000000000000e+00,-5.632022427707283896e+00,7.464206637769366104e-01,-3.073001667821362304e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.038361232598299821e+00,-2.375983501374592066e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.171315085309278459e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
