# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-1.318191490611113714e+01,-1.092219600900613941e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.874735312892103778e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
