# pmlasso,pmlassopca,pmplslasso,pmlassohar,pmlassovae
0.000000000000000000e+00,nan,0.000000000000000000e+00,1.235701781072784559e-173,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.235701781072784559e-173,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.977513624824834393e-02,8.969491374876141510e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.443340671946007003e-174
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
