# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,5.432608516738358162e+01,-7.913706672992130109e+01
0.000000000000000000e+00,0.000000000000000000e+00,-9.662556153949657300e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
