# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,-4.300181065673125147e+01,-3.542329710919111818e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.299592720355117414e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
