# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,8.558876779537027346e+01,-5.654075144254648677e+01
0.000000000000000000e+00,0.000000000000000000e+00,-9.862412680593441792e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
