,m,st,mt,lt
0,itm,-11.660248240039195,-11.550105717930425,-1.6282181275416807
1,atm,6.519629832681051,13.024376758059631,-1.5020536497379888
2,otm,4.913861410696385,11.468839897407468,-6.9108385006288575
