# lasso,plslasso,ctlasso,ssvilasso
0.000000000000000000e+00,8.638305754347395293e+01,4.623370205693033697e-02,8.968198240442082181e+01
0.000000000000000000e+00,0.000000000000000000e+00,-6.340397201285026085e+02,2.422661967970519825e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.967720979635410572e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
