# enet,plsenet,ctenet,ssvienet
0.000000000000000000e+00,8.234101279651137303e-312,0.000000000000000000e+00,2.015122494415768485e-312
0.000000000000000000e+00,0.000000000000000000e+00,1.982745409362869360e-01,1.548152259674917550e-27
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.003412136980165815e-312
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
