,m,st,mt,lt
0,itm,6.692128461542134e-132,1.6117917372378809e-159,6.765267854409576e-37
1,atm,7.240859663550299e-13,0.0006018736124358005,3.1026335997697925e-10
2,otm,1.0915159885836076e-09,6.0155442013144716e-05,1.8513352887490807e-87
