,m,st,mt,lt
0,itm,2.1809637765252775e-14,6.695340077506489e-14,2.794412716695815e-11
1,atm,6.4254578531441e-14,3.1553789835291373e-12,7.58179468087629e-10
2,otm,1.143308067284065e-12,5.1260828966091055e-12,1.5695654189495682e-11
