# mskridge,mskplsridge,msknsridge
0.000000000000000000e+00,-1.273107999621639941e+01,-8.606981327926236602e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.368538178620956636e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
