# har,plslasso,plsenet
0.000000000000000000e+00,3.533334342861169791e-02,2.810699741749995637e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.846504645278455972e-33
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
