# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,8.678724610529535255e+01,3.747584303696038788e-02
0.000000000000000000e+00,0.000000000000000000e+00,-6.565608574380976279e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
